Last_name,First_name,YEAR,TEAM,TYPE
Salmon,Tim,2006,2006,FA_CONTRACT
Sierra,Ruben,2006,2006,FA_CONTRACT
Vina,Fernando,2006,2006,FA_CONTRACT
Ward,Daryle,2006,2006,FA_CONTRACT
Wright,Jamey,2006,2006,FA_CONTRACT
Alomar,Roberto,2006,2006,FA_CONTRACT
Astacio,Pedro,2006,2006,FA_CONTRACT
Baerga,Carlos,2006,2006,FA_CONTRACT
Bautista,Danny,2006,2006,FA_CONTRACT
Brown,Kevin,2006,2006,FA_CONTRACT
Christiansen,Jason,2006,2006,FA_CONTRACT
Clemens,Roger,2006,2006,FA_CONTRACT
Colbrunn,Greg,2006,2006,FA_CONTRACT
DiFelice,Mike,2006,2006,FA_CONTRACT
Dreifort,Darren,2006,2006,FA_CONTRACT
Eldred,Cal,2006,2006,FA_CONTRACT
Fox,Chad,2006,2006,FA_CONTRACT
Gonzalez,Juan,2006,2006,FA_CONTRACT
Groom,Buddy,2006,2006,FA_CONTRACT
Hammonds,Jeffrey,2006,2006,FA_CONTRACT
Hansen,Dave,2006,2006,FA_CONTRACT
Hasegawa,Shigetoshi,2006,2006,FA_CONTRACT
Higginson,Bobby,2006,2006,FA_CONTRACT
Hildalgo,Richard,2006,2006,FA_CONTRACT
Hocking,Denny,2006,2006,FA_CONTRACT
Martinez,Tino,2006,2006,FA_CONTRACT
Meadows,Brian,2006,2006,FA_CONTRACT
Mecir,Jim,2006,2006,FA_CONTRACT
Mordecai,Mike,2006,2006,FA_CONTRACT
Offerman,Jose,2006,2006,FA_CONTRACT
Olerud,John,2006,2006,FA_CONTRACT
Palmeiro,Rafael,2006,2006,FA_CONTRACT
Powell,Jay,2006,2006,FA_CONTRACT
Quantrill,Paul,2006,2006,FA_CONTRACT
Reyes,Al,2006,2006,FA_CONTRACT
Sanchez,Rey,2006,2006,FA_CONTRACT
Sosa,Sammy,2006,2006,FA_CONTRACT
Sullivan,Scott,2006,2006,FA_CONTRACT
Surhoff,B.J.,2006,2006,FA_CONTRACT
Takatsu,Shingo,2006,2006,FA_CONTRACT
Urbina,Ugueth,2006,2006,FA_CONTRACT
Valdez,Ismael,2006,2006,FA_CONTRACT
Walker,Larry,2006,2006,FA_CONTRACT
Williams,Gerald,2006,2006,FA_CONTRACT
Wilson,Dan,2006,2006,FA_CONTRACT
Soriano,Alfonso,2007,2007,FA_CONTRACT
Zito,Barry,2007,2007,FA_CONTRACT
Lee,Carlos,2007,2007,FA_CONTRACT
Ramirez,Aramis,2007,2007,FA_CONTRACT
Drew,J.D.,2007,2007,FA_CONTRACT
Meche,Gil,2007,2007,FA_CONTRACT
Matthews,Gary Jr.,2007,2007,FA_CONTRACT
Schmidt,Jason,2007,2007,FA_CONTRACT
Pierre,Juan,2007,2007,FA_CONTRACT
Suppan,Jeff,2007,2007,FA_CONTRACT
Lilly,Ted,2007,2007,FA_CONTRACT
Lugo,Julio,2007,2007,FA_CONTRACT
Padilla,Vicente,2007,2007,FA_CONTRACT
Clemens,Roger,2007,2007,FA_CONTRACT
Batista,Miguel,2007,2007,FA_CONTRACT
Eaton,Adam,2007,2007,FA_CONTRACT
Mussina,Mike,2007,2007,FA_CONTRACT
Marquis,Jason,2007,2007,FA_CONTRACT
Huff,Aubrey,2007,2007,FA_CONTRACT
Baez,Danys,2007,2007,FA_CONTRACT
Garciaparra,Nomar,2007,2007,FA_CONTRACT
Thomas,Frank,2007,2007,FA_CONTRACT
Roberts,Dave,2007,2007,FA_CONTRACT
Speier,Justin,2007,2007,FA_CONTRACT
Maddux,Greg,2007,2007,FA_CONTRACT
Pettitte,Andy,2007,2007,FA_CONTRACT
Molina,Bengie,2007,2007,FA_CONTRACT
Bonds,Barry,2007,2007,FA_CONTRACT
Durham,Ray,2007,2007,FA_CONTRACT
Gonzalez,Alex,2007,2007,FA_CONTRACT
Catalannoto,Frank,2007,2007,FA_CONTRACT
Mulder,Mark,2007,2007,FA_CONTRACT
DeRosa,Mark,2007,2007,FA_CONTRACT
Williams,Woody,2007,2007,FA_CONTRACT
Hernandez,Orlando,2007,2007,FA_CONTRACT
Walker,Jamie,2007,2007,FA_CONTRACT
Dellucci,David,2007,2007,FA_CONTRACT
Schoeneweis,Scott,2007,2007,FA_CONTRACT
Glavine,Tom,2007,2007,FA_CONTRACT
Bradford,Chad,2007,2007,FA_CONTRACT
Kennedy,Adam,2007,2007,FA_CONTRACT
Payton,Jay,2007,2007,FA_CONTRACT
Alou,Moises,2007,2007,FA_CONTRACT
Piazza,Mike,2007,2007,FA_CONTRACT
Weaver,Jeff,2007,2007,FA_CONTRACT
Wolf,Randy,2007,2007,FA_CONTRACT
Aurilia,Rich,2007,2007,FA_CONTRACT
Gonzalez,Luis,2007,2007,FA_CONTRACT
Zaun,Gergg,2007,2007,FA_CONTRACT
Hillenbrand,Shea,2007,2007,FA_CONTRACT
Gagne,Eric,2007,2007,FA_CONTRACT
Lofton,Kenny,2007,2007,FA_CONTRACT
Counsell,Craig,2007,2007,FA_CONTRACT
Guillen,Jose,2007,2007,FA_CONTRACT
Embree,Alan,2007,2007,FA_CONTRACT
Stanton,Mike,2007,2007,FA_CONTRACT
Helms,Wes,2007,2007,FA_CONTRACT
Blanco,Henry,2007,2007,FA_CONTRACT
Feliz,Pedro,2007,2007,FA_CONTRACT
Dotel,Octavio,2007,2007,FA_CONTRACT
Foulke,Keith,2007,2007,FA_CONTRACT
Mota,Guillermo,2007,2007,FA_CONTRACT
Weathers,David,2007,2007,FA_CONTRACT
Spiezio,Scott,2007,2007,FA_CONTRACT
Borowski,Joe,2007,2007,FA_CONTRACT
Casey,Sean,2007,2007,FA_CONTRACT
Wells,Kip,2007,2007,FA_CONTRACT
Cora,Alex,2007,2007,FA_CONTRACT
Walker,Todd,2007,2007,FA_CONTRACT
Valentin,Jose,2007,2007,FA_CONTRACT
Armas,Tony Jr.,2007,2007,FA_CONTRACT
Hawkins,LaTroy,2007,2007,FA_CONTRACT
Hernandez,Roberto,2007,2007,FA_CONTRACT
Kline,Steve,2007,2007,FA_CONTRACT
Graffanino,Tony,2007,2007,FA_CONTRACT
Ortiz,Ramon,2007,2007,FA_CONTRACT
Trachsel,Steve,2007,2007,FA_CONTRACT
Floyd,Cliff,2007,2007,FA_CONTRACT
Nixon,Trot,2007,2007,FA_CONTRACT
Wells,David,2007,2007,FA_CONTRACT
Millar,Kevin,2007,2007,FA_CONTRACT
White,Rondell,2007,2007,FA_CONTRACT
Barajas,Rod,2007,2007,FA_CONTRACT
Loretta,Mark,2007,2007,FA_CONTRACT
Mesa,Jose,2007,2007,FA_CONTRACT
Riske,David,2007,2007,FA_CONTRACT
Wilson,Craig,2007,2007,FA_CONTRACT
Klesko,Ryan,2007,2007,FA_CONTRACT
Oliver,Darren,2007,2007,FA_CONTRACT
Springer,Russ,2007,2007,FA_CONTRACT
Wood,Kerry,2007,2007,FA_CONTRACT
Fultz,Aaron,2007,2007,FA_CONTRACT
Romero,J.C.,2007,2007,FA_CONTRACT
Cirillo,Jeff,2007,2007,FA_CONTRACT
Clayton,Royce,2007,2007,FA_CONTRACT
Matsui,Kazuo,2007,2007,FA_CONTRACT
Mientkiewicz,Doug,2007,2007,FA_CONTRACT
Ohka,Tomo,2007,2007,FA_CONTRACT
Lieberthal,Mike,2007,2007,FA_CONTRACT
Ward,Daryle,2007,2007,FA_CONTRACT
Erstad,Darin,2007,2007,FA_CONTRACT
Franklin,Ryan,2007,2007,FA_CONTRACT
Stewart,Shannon,2007,2007,FA_CONTRACT
Wilson,Preston,2007,2007,FA_CONTRACT
Boone,Aaron,2007,2007,FA_CONTRACT
Bako,Paul,2007,2007,FA_CONTRACT
Bennett,Gary,2007,2007,FA_CONTRACT
Blum,Geoff,2007,2007,FA_CONTRACT
Easley,Damion,2007,2007,FA_CONTRACT
Gomez,Chris,2007,2007,FA_CONTRACT
Woodward,Chris,2007,2007,FA_CONTRACT
Martin,Tom,2007,2007,FA_CONTRACT
Cairo,Miguel,2007,2007,FA_CONTRACT
Mirabelli,Doug,2007,2007,FA_CONTRACT
Sturtze,Tanyon,2007,2007,FA_CONTRACT
Park,Chan Ho,2007,2007,FA_CONTRACT
Brocail,Doug,2007,2007,FA_CONTRACT
Thomson,John,2007,2007,FA_CONTRACT
Ortiz,Russ,2007,2007,FA_CONTRACT
Alomar,Sandy Jr.,2007,2007,FA_CONTRACT
Belliard,Ronnie,2007,2007,FA_CONTRACT
Chen,Bruce,2007,2007,FA_CONTRACT
DeJean,Mike,2007,2007,FA_CONTRACT
Diaz,Einar,2007,2007,FA_CONTRACT
DiFelice,Mike,2007,2007,FA_CONTRACT
Estes,Shawn,2007,2007,FA_CONTRACT
Fick,Robert,2007,2007,FA_CONTRACT
Finley,Steve,2007,2007,FA_CONTRACT
Gonzalez,Alex S.,2007,2007,FA_CONTRACT
Greene,Todd,2007,2007,FA_CONTRACT
Guardado,Eddie,2007,2007,FA_CONTRACT
Herges,Matt,2007,2007,FA_CONTRACT
Hernandez,Jose,2007,2007,FA_CONTRACT
Iriki,Yusaku,2007,2007,FA_CONTRACT
King,Ray,2007,2007,FA_CONTRACT
Kolb,Dan,2007,2007,FA_CONTRACT
Ledee,Ricky,2007,2007,FA_CONTRACT
Mabry,John,2007,2007,FA_CONTRACT
Meadows,Brian,2007,2007,FA_CONTRACT
Merloni,Lou,2007,2007,FA_CONTRACT
Moehler,Brian,2007,2007,FA_CONTRACT
Nelson,Jeff,2007,2007,FA_CONTRACT
Percival,Troy,2007,2007,FA_CONTRACT
Perez,Eduardo,2007,2007,FA_CONTRACT
Perez,Tomas,2007,2007,FA_CONTRACT
Pratt,Todd,2007,2007,FA_CONTRACT
Redman,Mark,2007,2007,FA_CONTRACT
Rhodes,Arthur,2007,2007,FA_CONTRACT
Seanez,Rudy,2007,2007,FA_CONTRACT
Sele,Aaron,2007,2007,FA_CONTRACT
Stairs,Matt,2007,2007,FA_CONTRACT
Tatis,Fernando,2007,2007,FA_CONTRACT
Villone,Ron,2007,2007,FA_CONTRACT
White,Rick,2007,2007,FA_CONTRACT
Wilson,Paul,2007,2007,FA_CONTRACT
Wright,Jamey,2007,2007,FA_CONTRACT
Bagwell,Jeff,2007,2007,FA_CONTRACT
Bell,David,2007,2007,FA_CONTRACT
Burnitz,Jeromy,2007,2007,FA_CONTRACT
Castilla,Vinny,2007,2007,FA_CONTRACT
Helling,Rick,2007,2007,FA_CONTRACT
Hermanson,Dustin,2007,2007,FA_CONTRACT
Hitchcock,Sterling,2007,2007,FA_CONTRACT
Hollandsworth,Todd,2007,2007,FA_CONTRACT
Johnson,Jason,2007,2007,FA_CONTRACT
Jordan,Brian,2007,2007,FA_CONTRACT
Kapler,Gabe,2007,2007,FA_CONTRACT
Karsay,Steve,2007,2007,FA_CONTRACT
Mercker,Kent,2007,2007,FA_CONTRACT
Nevin,Phil,2007,2007,FA_CONTRACT
Radke,Brad,2007,2007,FA_CONTRACT
Randa,Joe,2007,2007,FA_CONTRACT
Tucker,Michael,2007,2007,FA_CONTRACT
Vizcaino,Jose,2007,2007,FA_CONTRACT
Widger,Chris,2007,2007,FA_CONTRACT
Williams,Bernie,2007,2007,FA_CONTRACT
Young,Eric,2007,2007,FA_CONTRACT
Rodriguez,Alex,2008,2008,FA_CONTRACT
Hunter,Torii,2008,2008,FA_CONTRACT
Rowand,Aaron,2008,2008,FA_CONTRACT
Posada,Jorge,2008,2008,FA_CONTRACT
Silva,Carlos,2008,2008,FA_CONTRACT
Cordero,Francisco,2008,2008,FA_CONTRACT
Rivera,Mariano,2008,2008,FA_CONTRACT
Lowell,Mike,2008,2008,FA_CONTRACT
Jones,Andruw,2008,2008,FA_CONTRACT
Guillen,Jose,2008,2008,FA_CONTRACT
Castillo,Luis,2008,2008,FA_CONTRACT
Linebrink,Scott,2008,2008,FA_CONTRACT
Matsui,Kaz,2008,2008,FA_CONTRACT
Pettitte,Andy,2008,2008,FA_CONTRACT
Jenkins,Geoff,2008,2008,FA_CONTRACT
Riske,David,2008,2008,FA_CONTRACT
Romero,J.C.,2008,2008,FA_CONTRACT
Dotel,Octavio,2008,2008,FA_CONTRACT
Gagne,Eric,2008,2008,FA_CONTRACT
Feliz,Pedro,2008,2008,FA_CONTRACT
Glavine,Tom,2008,2008,FA_CONTRACT
Rogers,Kenny,2008,2008,FA_CONTRACT
Mahay,Ron,2008,2008,FA_CONTRACT
Percival,Troy,2008,2008,FA_CONTRACT
Vizcaino,Luis,2008,2008,FA_CONTRACT
Torrealba,Yorvit,2008,2008,FA_CONTRACT
Cameron,Mike,2008,2008,FA_CONTRACT
Lamb,Mike,2008,2008,FA_CONTRACT
Bradley,Milton,2008,2008,FA_CONTRACT
Hernandez,Livan,2008,2008,FA_CONTRACT
Lo Duca,Paul,2008,2008,FA_CONTRACT
Wolf,Randy,2008,2008,FA_CONTRACT
Castro,Ramon,2008,2008,FA_CONTRACT
Eckstein,David,2008,2008,FA_CONTRACT
Kendall,Jason,2008,2008,FA_CONTRACT
Lohse,Kyle,2008,2008,FA_CONTRACT
Wood,Kerry,2008,2008,FA_CONTRACT
Jennings,Jason,2008,2008,FA_CONTRACT
Molina,Jose,2008,2008,FA_CONTRACT
Hawkins,LaTroy,2008,2008,FA_CONTRACT
Barrett,Michael,2008,2008,FA_CONTRACT
Lieber,Jon,2008,2008,FA_CONTRACT
Wells,Kip,2008,2008,FA_CONTRACT
Affeldt,Jeremy,2008,2008,FA_CONTRACT
Floyd,Cliff,2008,2008,FA_CONTRACT
Patterson,Corey,2008,2008,FA_CONTRACT
Timlin,Mike,2008,2008,FA_CONTRACT
Tomko,Brett,2008,2008,FA_CONTRACT
Wilkerson,Brad,2008,2008,FA_CONTRACT
Izturis,Cesar,2008,2008,FA_CONTRACT
Loretta,Mark,2008,2008,FA_CONTRACT
Brocail,Doug,2008,2008,FA_CONTRACT
Herges,Matt,2008,2008,FA_CONTRACT
Chacon,Shawn,2008,2008,FA_CONTRACT
Gonzalez,Luis,2008,2008,FA_CONTRACT
Guardado,Eddie,2008,2008,FA_CONTRACT
Miller,Trever,2008,2008,FA_CONTRACT
Clement,Matt,2008,2008,FA_CONTRACT
Fogg,Josh,2008,2008,FA_CONTRACT
Mackowiak,Rob,2008,2008,FA_CONTRACT
Stewart,Shannon,2008,2008,FA_CONTRACT
Trachsel,Steve,2008,2008,FA_CONTRACT
Barajas,Rod,2008,2008,FA_CONTRACT
Blum,Geoff,2008,2008,FA_CONTRACT
Boone,Aaron,2008,2008,FA_CONTRACT
Erstad,Darin,2008,2008,FA_CONTRACT
Gomez,Chris,2008,2008,FA_CONTRACT
Julio,Jorge,2008,2008,FA_CONTRACT
Redman,Mark,2008,2008,FA_CONTRACT
Wright,Jamey,2008,2008,FA_CONTRACT
Easley,Damion,2008,2008,FA_CONTRACT
Clark,Tony,2008,2008,FA_CONTRACT
Bennett,Gary,2008,2008,FA_CONTRACT
Cairo,Miguel,2008,2008,FA_CONTRACT
Kim,Byung-Hyun,2008,2008,FA_CONTRACT
LaRue,Jason,2008,2008,FA_CONTRACT
Perez,Odalis,2008,2008,FA_CONTRACT
Casey,Sean,2008,2008,FA_CONTRACT
Hinske,Eric,2008,2008,FA_CONTRACT
Mientkiewicz,Doug,2008,2008,FA_CONTRACT
Bako,Paul,2008,2008,FA_CONTRACT
Foulke,Keith,2008,2008,FA_CONTRACT
Sweeney,Mark,2008,2008,FA_CONTRACT
Villone,Ron,2008,2008,FA_CONTRACT
DiFelice,Mike,2008,2008,FA_CONTRACT
Mirabelli,Doug,2008,2008,FA_CONTRACT
Norton,Greg,2008,2008,FA_CONTRACT
Seanez,Rudy,2008,2008,FA_CONTRACT
Hairston Jr.,Jerry,2008,2008,FA_CONTRACT
Moehler,Brian,2008,2008,FA_CONTRACT
Sweeney,Mike,2008,2008,FA_CONTRACT
Rhodes,Arthur,2008,2008,FA_CONTRACT
Armas,Tony,2008,2008,FA_CONTRACT
Benitez,Armando,2008,2008,FA_CONTRACT
Benson,Kris,2008,2008,FA_CONTRACT
Branyan,Russell,2008,2008,FA_CONTRACT
Colon,Bartolo,2008,2008,FA_CONTRACT
Davanon,Jeffrey,2008,2008,FA_CONTRACT
Dessens,Elmer,2008,2008,FA_CONTRACT
Fasano,Sal,2008,2008,FA_CONTRACT
Fick,Robert,2008,2008,FA_CONTRACT
Kielty,Bobby,2008,2008,FA_CONTRACT
Martinez,Ramon,2008,2008,FA_CONTRACT
Nixon,Trot,2008,2008,FA_CONTRACT
Nunez,Abraham,2008,2008,FA_CONTRACT
Paul,Josh,2008,2008,FA_CONTRACT
Reitsma,Chris,2008,2008,FA_CONTRACT
Valentin,Jose,2008,2008,FA_CONTRACT
Weaver,Jeff,2008,2008,FA_CONTRACT
Woodward,Chris,2008,2008,FA_CONTRACT
Alfonseca,Antonio,2008,2008,FA_CONTRACT
Alomar,Sandy,2008,2008,FA_CONTRACT
Biggio,Craig,2008,2008,FA_CONTRACT
Bonds,Barry,2008,2008,FA_CONTRACT
Cirillo,Jeff,2008,2008,FA_CONTRACT
Clayton,Royce,2008,2008,FA_CONTRACT
Clemens,Roger,2008,2008,FA_CONTRACT
Conine,Jeff,2008,2008,FA_CONTRACT
Franco,Julio,2008,2008,FA_CONTRACT
Garcia,Freddy,2008,2008,FA_CONTRACT
Graffanino,Tony,2008,2008,FA_CONTRACT
Green,Shawn,2008,2008,FA_CONTRACT
Klesko,Ryan,2008,2008,FA_CONTRACT
Koskie,Corey,2008,2008,FA_CONTRACT
Lieberthal,Mike,2008,2008,FA_CONTRACT
Lofton,Kenny,2008,2008,FA_CONTRACT
Lopez,Rodrigo,2008,2008,FA_CONTRACT
Matheny,Mike,2008,2008,FA_CONTRACT
Mesa,Jose,2008,2008,FA_CONTRACT
Miller,Damian,2008,2008,FA_CONTRACT
Milton,Eric,2008,2008,FA_CONTRACT
Myers,Mike,2008,2008,FA_CONTRACT
Ortiz,Russ,2008,2008,FA_CONTRACT
Palmeiro,Orlando,2008,2008,FA_CONTRACT
Perez,Neifi,2008,2008,FA_CONTRACT
Piazza,Mike,2008,2008,FA_CONTRACT
Sanders,Reggie,2008,2008,FA_CONTRACT
Sele,Aaron,2008,2008,FA_CONTRACT
Sosa,Sammy,2008,2008,FA_CONTRACT
Stinnett,Kelly,2008,2008,FA_CONTRACT
Thonmson,John,2008,2008,FA_CONTRACT
Wells,David,2008,2008,FA_CONTRACT
White,Rondell,2008,2008,FA_CONTRACT
Wickman,Bob,2008,2008,FA_CONTRACT
Wilson,Preston,2008,2008,FA_CONTRACT
Teixeira,Mark,2009,2009,FA_CONTRACT
Sabathia,CC,2009,2009,FA_CONTRACT
Burnett,A.J.,2009,2009,FA_CONTRACT
Lowe,Derek,2009,2009,FA_CONTRACT
Dempster,Ryan,2009,2009,FA_CONTRACT
Ramirez,Manny,2009,2009,FA_CONTRACT
Rodriguez,Francisco,2009,2009,FA_CONTRACT
Perez,Oliver,2009,2009,FA_CONTRACT
Ibanez,Raul,2009,2009,FA_CONTRACT
Bradley,Milton,2009,2009,FA_CONTRACT
Furcal,Rafael,2009,2009,FA_CONTRACT
Wood,Kerry,2009,2009,FA_CONTRACT
Dunn,Adam,2009,2009,FA_CONTRACT
Renteria,Edgar,2009,2009,FA_CONTRACT
Fuentes,Brian,2009,2009,FA_CONTRACT
Blake,Casey,2009,2009,FA_CONTRACT
Burrell,Pat,2009,2009,FA_CONTRACT
Moyer,Jamie,2009,2009,FA_CONTRACT
Rivera,Juan,2009,2009,FA_CONTRACT
Farnsworth,Kyle,2009,2009,FA_CONTRACT
Punto,Nick,2009,2009,FA_CONTRACT
Johnson,Randy,2009,2009,FA_CONTRACT
Affeldt,Jeremy,2009,2009,FA_CONTRACT
Garland,Jon,2009,2009,FA_CONTRACT
Hoffman,Trevor,2009,2009,FA_CONTRACT
Cruz,Juan,2009,2009,FA_CONTRACT
Looper,Braden,2009,2009,FA_CONTRACT
Pettitte,Andy,2009,2009,FA_CONTRACT
Smoltz,John,2009,2009,FA_CONTRACT
Giambi,Jason,2009,2009,FA_CONTRACT
Abreu,Bobby,2009,2009,FA_CONTRACT
Penny,Brad,2009,2009,FA_CONTRACT
Varitek,Jason,2009,2009,FA_CONTRACT
Wolf,Randy,2009,2009,FA_CONTRACT
Izturis,Cesar,2009,2009,FA_CONTRACT
Lyon,Brandon,2009,2009,FA_CONTRACT
Cabrera,Orlando,2009,2009,FA_CONTRACT
Lincoln,Mike,2009,2009,FA_CONTRACT
Rhodes,Arthur,2009,2009,FA_CONTRACT
Vazquez,Ramon,2009,2009,FA_CONTRACT
Weathers,David,2009,2009,FA_CONTRACT
Oliver,Darren,2009,2009,FA_CONTRACT
Lopez,Felipe,2009,2009,FA_CONTRACT
Hudson,Orlando,2009,2009,FA_CONTRACT
Springer,Russ,2009,2009,FA_CONTRACT
Bloomquist,Willie,2009,2009,FA_CONTRACT
Reyes,Dennys,2009,2009,FA_CONTRACT
Ross,David,2009,2009,FA_CONTRACT
Brocail,Doug,2009,2009,FA_CONTRACT
Howry,Bobby,2009,2009,FA_CONTRACT
Anderson,Garret,2009,2009,FA_CONTRACT
Crede,Joe,2009,2009,FA_CONTRACT
Park,Chan Ho,2009,2009,FA_CONTRACT
Mota,Guillermo,2009,2009,FA_CONTRACT
Embree,Alan,2009,2009,FA_CONTRACT
Beimel,Joe,2009,2009,FA_CONTRACT
Cora,Alex,2009,2009,FA_CONTRACT
Griffey Jr.,Ken,2009,2009,FA_CONTRACT
Hairston Jr.,Jerry,2009,2009,FA_CONTRACT
Hampton,Mike,2009,2009,FA_CONTRACT
Zaun,Gregg,2009,2009,FA_CONTRACT
Ramirez,Horacio,2009,2009,FA_CONTRACT
Ohman,Will,2009,2009,FA_CONTRACT
Shouse,Brian,2009,2009,FA_CONTRACT
Hendrickson,Mark,2009,2009,FA_CONTRACT
Hinske,Eric,2009,2009,FA_CONTRACT
Kotsay,Mark,2009,2009,FA_CONTRACT
Pavano,Carl,2009,2009,FA_CONTRACT
Rodriguez,Ivan,2009,2009,FA_CONTRACT
Branyan,Russell,2009,2009,FA_CONTRACT
Loretta,Mark,2009,2009,FA_CONTRACT
Aurilia,Rich,2009,2009,FA_CONTRACT
Ausmus,Brad,2009,2009,FA_CONTRACT
Colon,Bartolo,2009,2009,FA_CONTRACT
Counsell,Craig,2009,2009,FA_CONTRACT
Everett,Adam,2009,2009,FA_CONTRACT
Garciaparra,Nomar,2009,2009,FA_CONTRACT
Glavine,Tom,2009,2009,FA_CONTRACT
Guardado,Eddie,2009,2009,FA_CONTRACT
Kapler,Gabe,2009,2009,FA_CONTRACT
Martinez,Pedro,2009,2009,FA_CONTRACT
Uribe,Juan,2009,2009,FA_CONTRACT
Vizquel,Omar,2009,2009,FA_CONTRACT
Julio,Jorge,2009,2009,FA_CONTRACT
Eckstein,David,2009,2009,FA_CONTRACT
Millar,Kevin,2009,2009,FA_CONTRACT
Clark,Tony,2009,2009,FA_CONTRACT
Jennings,Jason,2009,2009,FA_CONTRACT
Moeller,Chad,2009,2009,FA_CONTRACT
Norton,Greg,2009,2009,FA_CONTRACT
Wright,Jamey,2009,2009,FA_CONTRACT
Blanco,Henry,2009,2009,FA_CONTRACT
Boone,Aaron,2009,2009,FA_CONTRACT
Floyd,Cliff,2009,2009,FA_CONTRACT
Isringhausen,Jason,2009,2009,FA_CONTRACT
Michaels,Jason,2009,2009,FA_CONTRACT
Rincon,Juan,2009,2009,FA_CONTRACT
Rusch,Glendon,2009,2009,FA_CONTRACT
Bako,Paul,2009,2009,FA_CONTRACT
Mientkiewicz,Doug,2009,2009,FA_CONTRACT
Baldelli,Rocco,2009,2009,FA_CONTRACT
Gordon,Tom,2009,2009,FA_CONTRACT
Miller,Trever,2009,2009,FA_CONTRACT
Tavarez,Julian,2009,2009,FA_CONTRACT
Lamb,Mike,2009,2009,FA_CONTRACT
Armas,Tony Jr.,2009,2009,FA_CONTRACT
Ayala,Luis,2009,2009,FA_CONTRACT
Brown,Emil,2009,2009,FA_CONTRACT
Byrd,Paul,2009,2009,FA_CONTRACT
Cairo,Miguel,2009,2009,FA_CONTRACT
Castro,Juan,2009,2009,FA_CONTRACT
Cintron,Alex,2009,2009,FA_CONTRACT
Dessens,Elmer,2009,2009,FA_CONTRACT
Donnelly,Brendan,2009,2009,FA_CONTRACT
Fasano,Sal,2009,2009,FA_CONTRACT
Fogg,Josh,2009,2009,FA_CONTRACT
Fossum,Casey,2009,2009,FA_CONTRACT
Fox,Chad,2009,2009,FA_CONTRACT
Gagne,Eric,2009,2009,FA_CONTRACT
Garcia,Freddy,2009,2009,FA_CONTRACT
Gomez,Chris,2009,2009,FA_CONTRACT
Hall,Toby,2009,2009,FA_CONTRACT
Herges,Matt,2009,2009,FA_CONTRACT
Hernandez,Livan,2009,2009,FA_CONTRACT
Johnson,Jason,2009,2009,FA_CONTRACT
Martinez,Ramon,2009,2009,FA_CONTRACT
Melhuse,Adam,2009,2009,FA_CONTRACT
Nixon,Trot,2009,2009,FA_CONTRACT
Parrish,John,2009,2009,FA_CONTRACT
Patterson,Corey,2009,2009,FA_CONTRACT
Perez,Odalis,2009,2009,FA_CONTRACT
Podsednik,Scott,2009,2009,FA_CONTRACT
Ponson,Sidney,2009,2009,FA_CONTRACT
Prior,Mark,2009,2009,FA_CONTRACT
Valentin,Javier,2009,2009,FA_CONTRACT
Villone,Ron,2009,2009,FA_CONTRACT
Ward,Daryle,2009,2009,FA_CONTRACT
Wilkerson,Brad,2009,2009,FA_CONTRACT
Wilson,Vance,2009,2009,FA_CONTRACT
Alou,Moises,2009,2009,FA_CONTRACT
Bennett,Gary,2009,2009,FA_CONTRACT
Casey,Sean,2009,2009,FA_CONTRACT
Durham,Ray,2009,2009,FA_CONTRACT
Easley,Damion,2009,2009,FA_CONTRACT
Edmonds,Jim,2009,2009,FA_CONTRACT
Elarton,Scott,2009,2009,FA_CONTRACT
Encarnacion,Juan,2009,2009,FA_CONTRACT
Foulke,Keith,2009,2009,FA_CONTRACT
Gonzalez,Luis,2009,2009,FA_CONTRACT
Grudzielanek,Mark,2009,2009,FA_CONTRACT
Hernandez,Orlando,2009,2009,FA_CONTRACT
Jones,Todd,2009,2009,FA_CONTRACT
Kent,Jeff,2009,2009,FA_CONTRACT
Lieber,Jon,2009,2009,FA_CONTRACT
Lo Duca,Paul,2009,2009,FA_CONTRACT
Maddux,Greg,2009,2009,FA_CONTRACT
Mercker,Kent,2009,2009,FA_CONTRACT
Mulder,Mark,2009,2009,FA_CONTRACT
Mussina,Mike,2009,2009,FA_CONTRACT
Ozuna,Pablo,2009,2009,FA_CONTRACT
Payton,Jay,2009,2009,FA_CONTRACT
Rincon,Ricardo,2009,2009,FA_CONTRACT
Rivas,Luis,2009,2009,FA_CONTRACT
Rogers,Kenny,2009,2009,FA_CONTRACT
Schilling,Curt,2009,2009,FA_CONTRACT
Seanez,Rudy,2009,2009,FA_CONTRACT
Sheets,Ben,2009,2009,FA_CONTRACT
Sweeney,Mark,2009,2009,FA_CONTRACT
Thomas,Frank,2009,2009,FA_CONTRACT
Timlin,Mike,2009,2009,FA_CONTRACT
Wise,Matt,2009,2009,FA_CONTRACT
Holliday,Matt,2010,2010,FA_CONTRACT
Lackey,John,2010,2010,FA_CONTRACT
Bay,Jason,2010,2010,FA_CONTRACT
Figgins,Chone,2010,2010,FA_CONTRACT
Wolf,Randy,2010,2010,FA_CONTRACT
Polanco,Placido,2010,2010,FA_CONTRACT
Pineiro,Joel,2010,2010,FA_CONTRACT
Cameron,Mike,2010,2010,FA_CONTRACT
Marquis,Jason,2010,2010,FA_CONTRACT
Byrd,Marlon,2010,2010,FA_CONTRACT
Lyon,Brandon,2010,2010,FA_CONTRACT
